id,run_number,name,event,status,created_at,build_duration,num_jobs,failed,conclusion,num_jobs_failed,num_jobs_success,total_job_duration,num_errors,num_warnings,num_info,source,hour_of_day,day_of_week,day_of_month,month,is_weekend,is_business_hours,build_duration_rolling_mean_5,build_duration_rolling_std_5,build_duration_rolling_mean_10,build_duration_rolling_std_10,failure_rate,total_failures,total_runs,created_at_dt,time_since_last_run,build_duration_x_num_jobs,build_duration_div_num_jobs,num_errors_x_num_warnings,num_errors_div_num_warnings,hour_of_day_x_day_of_week,hour_of_day_div_day_of_week
823,823,0.5206875438751125,1.4494401357052222,0.0,2026-01-02 01:46:42.805755,-0.4777392216695845,-0.8178417533884278,1,-1.1824049791726108,0.9695015519208123,-1.083996344595746,-0.5020252208951183,0.6577893065593698,-1.6788939376697238,-0.6365446652919199,0.0,-1.5973650322718635,0.5066325713059622,-1.4618149834300929,-2.0436268018352215,-0.626703805770422,-0.8474745178583506,-0.05744156880462538,0.14733720718578358,0.06261192575370599,-0.28814288516326025,-1.272886079933649,0.8748871100243403,0.8779810053196535,2026-01-02 01:46:42.805755,2.760440019639017,-0.8196923299843949,-0.05500227270569343,-0.6914506586354653,4.019116085348704,-0.9226353517393003,-0.34830011992784154
48,48,1.4092328405903214,-0.3829747008374101,0.0,2025-10-29 11:46:42.805755,-0.20309204551277482,-0.8178417533884278,1,-1.1824049791726108,2.4610424010297542,-1.4851792996644897,-0.022448037788867576,1.430295832172253,1.1570755516372422,0.9604063264088322,0.0,-0.14732415330321472,-0.4926427172659555,1.4982123566488414,0.14753846103313606,-0.626703805770422,1.1799764818027756,0.6701344102351571,-0.5345763250812863,-0.6964618495746175,-0.6573324579943226,0.48365530618497066,-1.4566771614252099,-1.5391282953933245,2025-10-29 11:46:42.805755,0.5580344988339772,-0.7416006597972967,0.0377118986273308,2.3385697560685896,-0.18717990198865037,-0.40254778029662824,-0.3482990617273222
867,867,-0.3678577528400964,-1.2991821191087263,0.0,2026-01-05 17:46:42.805755,0.1200863740459217,0.7763916840159152,0,0.8457339216380425,-0.5220392971881297,0.9219184307479733,-0.4624059840163632,-0.8872237446663962,0.022687755914455748,-0.6365446652919199,0.0,0.7227003740779745,-1.4919180058378732,-1.1329230567546558,-2.0436268018352215,-0.626703805770422,1.1799764818027756,0.49625883462999765,-0.5835701634095791,1.946123518186855,0.06745830884732387,0.48365530618497066,1.1663326439555342,1.2853589773499308,2026-01-05 17:46:42.805755,-0.8184689516691731,0.7359938521938677,-0.5582653740109251,-0.6914506586354653,-0.18718116387757275,-1.0382103676154497,3.0782556463005526
757,757,0.5206875438751125,-0.3829747008374101,0.0,2025-12-27 13:46:42.805755,-0.29838008767082463,0.37783332466482944,0,0.8457339216380425,-0.5220392971881297,0.5207354756792295,0.1257389613810471,-0.8872237446663962,0.022687755914455748,1.599186723089133,0.0,0.14268402249051504,1.006270215591921,1.27895107219855,0.6344640750038822,1.5956501154012872,1.1799764818027756,-1.182674514975453,-1.8702604781413708,-0.9597447431697517,-1.3353830431888771,-1.272886079933649,0.8101214358174084,0.7557676137105703,2025-12-27 13:46:42.805755,-0.8184689516691731,0.15159900608882274,-0.5407630932764681,-0.6914506586354653,-0.18718116387757275,0.8398836403719773,-0.3482996462569827
861,861,-1.2564030495553054,-1.2991821191087263,0.0,2026-01-05 05:46:42.805755,0.6316352926534994,0.37783332466482944,0,0.8457339216380425,-0.5220392971881297,0.5207354756792295,0.24297476110865188,0.27153604375292834,-1.1117000398083305,0.3216259297285313,0.0,-1.0173486806844039,-1.4919180058378732,-1.1329230567546558,-2.0436268018352215,-0.626703805770422,-0.8474745178583506,0.07154638900225853,1.9453198407046408,-0.3809916760565925,0.8478071271892118,-0.6873722845607758,1.1339498068520681,1.5569442920367822,2026-01-05 05:46:42.805755,4.1369434701421675,0.6804699405400093,-0.3837878407156363,-0.38844861716505985,-0.18717800915779054,-1.0382103676154497,0.6595103639813232
186,186,-0.3678577528400964,1.4494401357052222,0.0,2025-11-09 23:46:42.805755,1.9757803202221953,1.174950043367001,1,-1.1824049791726108,-0.5220392971881297,1.323101385816717,2.01754538846782,0.6577893065593698,-1.1117000398083305,0.0022357313883809484,0.0,1.5927249014591638,1.50590785987788,-0.6944004878540729,0.39100126801850915,1.5956501154012872,-0.8474745178583506,1.20208186938726,-0.04256624466419599,0.5688866381016088,-0.590546975075754,1.6546828969307168,-0.9709346048732201,-1.1181710576287047,2025-11-09 23:46:42.805755,-0.8184689516691731,2.489453994977951,-0.3894522256715723,-0.2874479366749247,-0.18717695758452982,2.949127680111703,-0.3482993976637415
179,179,-0.3678577528400964,0.5332327174339061,0.0,2025-11-09 09:46:42.805755,0.6283266471763227,-1.2164001127395137,0,0.8457339216380425,-0.5220392971881297,-1.083996344595746,1.1026996556722697,-0.8872237446663962,0.5898816537758489,-0.31715446695176946,0.0,-0.43733232909694447,1.50590785987788,-0.6944004878540729,0.39100126801850915,1.5956501154012872,1.1799764818027756,0.4709128039790799,-1.892597474831548,0.8821864548079767,-0.5628560263736271,1.0691691015578437,-1.0357002790801522,-1.1589088548317326,2025-11-09 09:46:42.805755,0.8333351889346072,-0.8997956500049511,1.0211031063625569,-0.6914506586354653,-0.18718116387757275,0.5220523467125665,-0.3482998679752458
79,79,1.4092328405903214,-1.2991821191087263,0.0,2025-11-01 01:46:42.805755,-0.4178272291371714,-0.41928339403734205,0,0.8457339216380425,-0.5220392971881297,-0.28163043445825814,-0.11816454421789639,-0.8872237446663962,0.022687755914455748,0.3216259297285313,0.0,-1.5973650322718635,1.006270215591921,-1.5714456256552387,0.39100126801850915,1.5956501154012872,-0.8474745178583506,0.8332492676875998,-0.711443730737467,-0.178164751291457,-0.35813577600861113,-0.10185848918790245,-1.3919114872182778,-1.430494169518584,2025-11-01 01:46:42.805755,2.760440019639017,-0.5072138162167189,-0.2978508594522197,-0.6914506586354653,-0.18718116387757275,-0.893741597770263,-0.3483001300059424
632,632,-1.2564030495553054,0.5332327174339061,0.0,2025-12-17 03:46:42.805755,1.0108130343645396,1.174950043367001,1,-1.1824049791726108,2.4610424010297542,0.5207354756792295,1.69243031690309,1.8165490949786942,0.5898816537758489,1.2797965247489824,0.0,-1.3073568564781337,-0.4926427172659555,0.18264464994709279,0.6344640750038822,-0.626703805770422,-0.8474745178583506,0.5514661122510084,0.2463816199411929,0.7543171511362987,1.3042702914958422,2.8257104876764636,0.5834415760931465,0.7557676137105703,2025-12-17 03:46:42.805755,1.9345379493371273,1.757791327910528,-0.5116082616844823,2.1365683950883194,-0.18717932362298625,-0.8648478438012257,-0.34829986797534657
888,888,0.5206875438751125,1.4494401357052222,0.0,2026-01-07 11:46:42.805755,-1.0980296929689997,-0.8178417533884278,1,-1.1824049791726108,0.9695015519208123,-1.083996344595746,-1.126204218622279,1.8165490949786942,-0.5445061419469375,1.599186723089133,0.0,-0.14732415330321472,-0.4926427172659555,-0.9136617723043643,-2.0436268018352215,-0.626703805770422,1.1799764818027756,-0.4578787273489837,-0.2638021884000632,0.9979211442243086,0.11424435787609243,-0.10185848918790245,1.1015669697486021,1.0952492570691348,2026-01-07 11:46:42.805755,0.5580344988339772,-0.9960623170446553,-0.2643971692309037,0.7225588682264269,-0.18717748336931994,-0.40254778029662824,-0.3482990617273222
